APP_NAME,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,execution_time_1,execution_time_2,execution_time_3,execution_time_4,execution_time_5,code_size
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,1.5E-05,0.000698,2.236827,2.389384,0,16264
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,1.5E-05,0.000699,2.346571,2.437954,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,1.5E-05,0.000623,2.411256,2.401495,0,16264
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,X,-O2 ,2.2E-05,0.000717,2.338229,2.221176,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.5E-05,0.000668,2.349144,2.313415,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.6E-05,0.000628,2.328315,2.299495,0,16264
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.3E-05,0.00068,2.265396,2.301243,0,20416
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.00062,2.434302,2.386933,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,X,-O2 ,1.8E-05,0.000544,2.19568,2.231472,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,X,X,-funroll-all-loops ,-O2 ,1.5E-05,0.000617,2.303057,2.479303,0,16216
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,1.5E-05,0.000695,2.17641,2.259762,0,14760
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,X,1.8E-05,0.000684,2.303273,2.243907,0,18888
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,X,1.8E-05,0.000653,2.283157,2.371722,0,18856
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,-O2 ,2.2E-05,0.000693,2.418528,2.36724,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.6E-05,0.000688,2.265717,2.452856,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.5E-05,0.000603,2.436291,2.430252,0,14760
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.2E-05,0.00071,2.29042,2.3439,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,X,1.3E-05,0.000599,2.357785,2.273438,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,-O2 ,1.8E-05,0.000579,2.339428,2.468937,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,-O2 ,1.5E-05,0.000631,2.376353,2.318618,0,14792
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.5E-05,0.000685,2.292015,2.353283,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.6E-05,0.000635,2.242719,2.337975,0,14856
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.3E-05,0.000689,2.483872,2.304851,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.000654,2.396223,2.283955,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000698,2.474628,2.334927,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,1.6E-05,0.000624,2.337239,2.197689,0,14816
linear-algebra/kernels/doitgen,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.6E-05,0.000624,2.347167,2.406821,0,14816
linear-algebra/kernels/doitgen,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000678,2.536376,2.545741,0,14816
linear-algebra/kernels/doitgen,X,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.3E-05,0.000625,2.321315,2.531319,0,14816
linear-algebra/kernels/doitgen,X,X,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.6E-05,0.00061,2.470629,2.412173,0,14816
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,1.5E-05,0.000713,2.424067,2.382747,0,16160
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,X,1.9E-05,0.000685,2.424351,2.36748,0,20288
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,X,1.8E-05,0.000626,2.373658,2.523122,0,20256
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,-O2 ,2.3E-05,0.000704,2.255573,2.398678,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.6E-05,0.000688,2.3406,2.220282,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.6E-05,0.000603,2.342224,2.528269,0,16160
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,-O2 ,2.3E-05,0.000704,2.284551,2.379723,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,X,1.2E-05,0.000616,2.444191,2.319988,0,20288
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,-O2 ,2.1E-05,0.00067,2.351221,2.27545,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,-O2 ,1.5E-05,0.000601,2.243818,2.337545,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.6E-05,0.00067,2.384673,2.384872,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.5E-05,0.000624,2.217933,2.396643,0,16264
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.3E-05,0.000679,2.393944,2.347125,0,20416
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.000677,2.372712,2.381252,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000699,2.302129,2.245988,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,1.6E-05,0.000639,2.433418,2.489619,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.000635,2.352325,2.282786,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000669,2.28652,2.360842,0,20416
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.000633,2.311008,2.266803,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.5E-05,0.000604,2.43878,2.409868,0,16216
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.6E-05,0.000706,2.366477,2.369567,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.5E-05,0.000612,2.418189,2.252017,0,14760
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.2E-05,0.00071,2.345154,2.271619,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,1.8E-05,0.000617,2.404841,2.283778,0,18888
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000717,2.525706,2.413819,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,1.6E-05,0.000626,2.233745,2.406325,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.6E-05,0.000624,2.073443,2.538173,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000711,2.117786,2.412059,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.3E-05,0.000661,1.96347,2.27849,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.5E-05,0.000606,1.951052,2.331778,0,14792
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.6E-05,0.000667,1.882788,2.294596,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000666,1.888738,2.344696,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.3E-05,0.000633,1.967865,2.468142,0,14816
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.6E-05,0.000635,1.942378,2.323734,0,14816
linear-algebra/kernels/doitgen,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.4E-05,0.000635,1.896013,2.474496,0,14816
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,1.5E-05,0.000702,1.979388,2.434632,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,1.6E-05,0.000603,1.978533,2.310621,0,16160
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,2.3E-05,0.000691,2.077534,2.242129,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,1.8E-05,0.000625,1.956111,2.490455,0,20288
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000693,1.979249,2.281677,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,1.6E-05,0.000658,1.936588,2.372846,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.000628,2.029624,2.33732,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000683,1.970028,2.35844,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.000629,2.022548,2.302444,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.5E-05,0.000602,2.144948,2.416646,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.6E-05,0.00063,2.169803,2.340147,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.3E-05,0.000677,2.071485,2.308597,0,20416
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.000633,2.060297,2.314288,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.6E-05,0.000631,2.086398,2.316439,0,16216
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.2E-05,0.000627,2.175851,2.28067,0,16216
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.6E-05,0.000613,2.006532,2.387724,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.2E-05,0.0007,2.002967,2.24243,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.3E-05,0.000623,2.053953,2.346902,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.6E-05,0.000637,2.056828,2.327115,0,14792
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.3E-05,0.000631,1.909731,2.362366,0,14792
linear-algebra/kernels/doitgen,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.3E-05,0.000634,1.973921,2.290117,0,14816
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,1.5E-05,0.000604,2.091441,2.358512,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,-O2 ,2.2E-05,0.000686,2.056281,2.41274,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,-O2 ,2.2E-05,0.000626,1.960492,2.276864,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,-O2 ,1.5E-05,0.000623,2.015558,2.405868,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.2E-05,0.000631,1.932475,2.380982,0,16192
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.2E-05,0.000625,2.030884,2.31775,0,16216
linear-algebra/kernels/doitgen,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.3E-05,0.000627,2.003696,2.488923,0,14792
linear-algebra/kernels/doitgen,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,-O2 ,2.2E-05,0.000667,2.109954,2.466194,0,16192
linear-algebra/kernels/mvt,X,X,X,X,X,X,X,7E-06,4.9E-05,0.16126,0.178816,0,14816
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,X,X,X,7E-06,4.9E-05,0.16032,0.171352,0,16248
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,X,X,X,8E-06,4.8E-05,0.160172,0.177444,0,14736
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,X,X,X,8E-06,5.1E-05,0.160939,0.18087,0,14816
linear-algebra/kernels/mvt,X,X,X,-fno-tree-loop-optimize ,X,X,X,8E-06,5.1E-05,0.161147,0.180879,0,14792
linear-algebra/kernels/mvt,X,X,X,X,-fno-inline-functions ,X,X,8E-06,4.9E-05,0.161303,0.177884,0,14768
linear-algebra/kernels/mvt,X,X,X,X,X,-funroll-all-loops ,X,7E-06,4.7E-05,0.120986,0.135395,0,14816
linear-algebra/kernels/mvt,X,X,X,X,X,X,-O2 ,8E-06,4.8E-05,0.161468,0.180002,0,14744
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,X,X,7E-06,4.9E-05,0.160756,0.164073,0,16168
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,X,X,8E-06,5.1E-05,0.160647,0.179715,0,16248
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,X,X,8E-06,5E-05,0.158245,0.180673,0,16224
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,X,X,8E-06,4.9E-05,0.16097,0.180291,0,16200
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.120962,0.134236,0,20344
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,X,X,-O2 ,8E-06,4.8E-05,0.1616,0.180519,0,16176
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,X,8E-06,5E-05,0.161068,0.180099,0,14736
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,8E-06,5.1E-05,0.160726,0.16954,0,14712
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,X,7E-06,4.8E-05,0.160345,0.180133,0,14768
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,X,7E-06,4.7E-05,0.12012,0.133472,0,14736
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,X,X,-O2 ,8E-06,4.9E-05,0.161742,0.177338,0,14744
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,8E-06,5.1E-05,0.162216,0.180194,0,14792
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,8E-06,5E-05,0.161986,0.179964,0,14768
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.120601,0.135016,0,14816
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,X,X,-O2 ,8E-06,5E-05,0.160543,0.171819,0,18936
linear-algebra/kernels/mvt,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,8E-06,5.1E-05,0.160632,0.181209,0,14744
linear-algebra/kernels/mvt,X,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.121039,0.135782,0,14792
linear-algebra/kernels/mvt,X,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,8E-06,5E-05,0.162013,0.17841,0,14744
linear-algebra/kernels/mvt,X,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,7E-06,4.7E-05,0.12106,0.136654,0,14768
linear-algebra/kernels/mvt,X,X,X,X,-fno-inline-functions ,X,-O2 ,8E-06,4.9E-05,0.16103,0.180003,0,14744
linear-algebra/kernels/mvt,X,X,X,X,X,-funroll-all-loops ,-O2 ,7E-06,4.7E-05,0.122783,0.137195,0,14744
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,X,8E-06,5E-05,0.160222,0.175612,0,16168
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,X,8E-06,5.1E-05,0.16094,0.172807,0,16144
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,X,7E-06,5E-05,0.161774,0.17677,0,16200
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,X,7E-06,4.7E-05,0.121579,0.136084,0,16168
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,-fno-guess-branch-probability ,X,X,X,X,-O2 ,8E-06,5.8E-05,0.161006,0.180705,0,16176
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,8E-06,4.9E-05,0.159963,0.176155,0,16224
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,-fno-ivopts ,X,-fno-inline-functions ,X,X,8E-06,5E-05,0.160843,0.177447,0,16200
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,-funroll-all-loops ,X,8E-06,4.8E-05,0.120685,0.134077,0,16248
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,-fno-ivopts ,X,X,X,-O2 ,8E-06,5E-05,0.161869,0.161884,0,16176
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,8E-06,5E-05,0.161177,0.179407,0,16176
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.120189,0.133484,0,16224
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,-fno-tree-loop-optimize ,X,X,-O2 ,8E-06,5.1E-05,0.160696,0.180674,0,16176
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,-funroll-all-loops ,X,7E-06,4.7E-05,0.137675,0.136435,0,16200
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,-fno-inline-functions ,X,-O2 ,7E-06,5E-05,0.162223,0.17939,0,16176
linear-algebra/kernels/mvt,-funsafe-math-optimizations ,X,X,X,X,-funroll-all-loops ,-O2 ,7E-06,4.7E-05,0.120569,0.134097,0,16176
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,X,8E-06,5.1E-05,0.160794,0.175574,0,14712
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,-fno-ivopts ,X,-fno-inline-functions ,X,X,8E-06,5.1E-05,0.160472,0.174061,0,14768
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.120703,0.133809,0,14736
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,-fno-ivopts ,X,X,X,-O2 ,8E-06,5.1E-05,0.161843,0.178817,0,14744
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,8E-06,5E-05,0.162243,0.179999,0,14744
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,7E-06,4.8E-05,0.122234,0.137955,0,14712
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,-fno-tree-loop-optimize ,X,X,-O2 ,8E-06,5E-05,0.161307,0.180821,0,14744
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,-funroll-all-loops ,X,7E-06,4.6E-05,0.120025,0.134068,0,14768
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,-fno-inline-functions ,X,-O2 ,7E-06,4.9E-05,0.16039,0.167272,0,14744
linear-algebra/kernels/mvt,X,-fno-guess-branch-probability ,X,X,X,-funroll-all-loops ,-O2 ,7E-06,4.6E-05,0.120813,0.132375,0,14744
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,-fno-inline-functions ,X,X,8E-06,5E-05,0.162555,0.18043,0,14744
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,-funroll-all-loops ,X,7E-06,4.7E-05,0.121403,0.135483,0,14792
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,-fno-tree-loop-optimize ,X,X,-O2 ,8E-06,5E-05,0.161959,0.177736,0,14744
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,-fno-inline-functions ,-funroll-all-loops ,X,7E-06,4.8E-05,0.121133,0.136148,0,14768
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,-fno-inline-functions ,X,-O2 ,8E-06,5.1E-05,0.160581,0.180241,0,18936
linear-algebra/kernels/mvt,X,X,-fno-ivopts ,X,X,-funroll-all-loops ,-O2 ,8E-06,4.7E-05,0.121219,0.120289,0,14744
linear-algebra/kernels/mvt,X,X,X,-fno-tree-loop-optimize ,-fno-inline-functions ,-funroll-all-loops ,X,7E-06,4.8E-05,0.120574,0.134755,0,14744
